P1_HP,P1_Atk,P1_Def,P1_SpAtk,P1_SpDef,P1_Speed,P2_HP,P2_Atk,P2_Def,P2_SpAtk,P2_SpDef,P2_Speed,Vantagem_Tipo_P1,Vantagem_Tipo_P2,Vitoria_P1
314,295,218,196,218,273,414,460,229,174,229,405,1.0,2.0,0
382,381,284,229,284,229,318,161,298,161,298,159,2.0,1.0,1
294,163,218,163,163,185,302,254,262,205,229,221,1.0,1.0,0
364,372,273,273,273,240,344,306,350,240,273,317,1.0,1.0,0
364,273,438,273,438,218,280,196,223,196,267,168,0.5,1.0,1
324,196,240,317,240,229,414,372,339,262,317,339,2.0,2.0,0
382,383,306,361,284,331,292,236,205,236,205,243,2.0,1.0,1
344,306,262,240,262,196,394,405,284,350,284,328,1.0,2.0,0
324,280,240,196,221,221,434,397,397,225,225,300,0.5,2.0,0
324,196,218,273,295,317,284,174,174,196,218,174,1.0,1.0,1
344,229,251,317,339,295,344,317,361,372,218,295,1.0,1.0,0
334,251,240,394,317,350,334,273,262,251,295,273,1.0,1.0,0
380,350,240,229,240,207,320,249,236,284,251,284,1.0,1.0,1
274,229,196,218,218,306,384,229,273,240,273,174,1.0,1.0,0
314,260,295,179,185,170,324,218,262,218,306,251,1.0,1.0,1
394,366,513,205,210,170,374,372,284,295,273,295,0.5,2.0,0
384,317,254,207,251,245,304,251,218,196,196,251,2.0,0.5,1
300,205,196,265,196,278,334,273,306,322,379,205,0.5,1.0,0
286,247,196,196,174,254,478,357,304,410,344,322,1.0,1.0,0
354,284,262,251,273,306,342,260,276,260,298,309,1.0,1.0,0
334,196,218,383,240,174,284,172,207,172,207,188,1.0,2.0,0
340,339,262,262,262,311,334,449,372,251,306,339,1.0,2.0,0
404,427,394,251,350,174,274,240,196,295,196,262,1.0,1.0,1
450,278,267,326,311,236,324,284,350,218,284,207,2.0,2.0,1
364,368,306,262,284,201,344,295,273,394,361,317,0.25,2.0,0
366,229,280,306,236,216,384,383,284,306,306,383,1.0,1.0,0
362,339,262,427,284,331,354,328,247,284,247,364,0.5,1.0,0
404,460,322,342,300,328,284,196,240,196,240,130,0.5,2.0,1
318,161,298,161,298,159,314,295,218,196,218,273,1.0,1.0,0
354,298,256,342,256,240,294,328,405,251,405,207,1.0,1.0,0
384,267,328,377,346,324,456,397,317,397,324,326,1.0,2.0,0
324,306,229,306,284,350,404,328,328,328,328,328,0.5,1.0,0
292,192,194,243,282,201,324,282,339,238,295,188,1.0,1.0,0
364,394,240,196,284,372,324,295,218,317,295,350,1.0,4.0,0
280,174,199,174,199,240,444,317,317,229,273,152,1.0,1.0,0
374,372,284,295,273,295,340,339,262,262,262,311,0.5,2.0,0
304,174,229,251,229,152,354,273,394,273,394,317,2.0,1.0,0
274,273,174,174,174,251,334,298,240,229,240,315,1.0,1.0,0
304,284,317,130,207,130,584,181,236,181,236,181,1.0,1.0,0
280,185,185,251,229,218,354,339,273,339,273,207,1.0,1.0,0
456,397,317,397,324,326,324,240,328,185,251,185,1.0,2.0,1
322,247,284,251,284,236,384,399,339,399,339,174,0.5,2.0,0
364,383,273,196,317,295,338,207,238,247,196,188,1.0,2.0,1
398,476,322,476,322,392,504,328,361,251,251,185,1.0,0.5,1
414,416,317,229,251,207,404,379,273,234,273,284,1.0,2.0,0
304,251,218,196,196,251,354,262,262,324,262,313,0.5,2.0,0
280,174,199,174,199,240,324,394,284,240,240,262,1.0,2.0,0
354,273,240,291,240,240,420,482,361,372,317,311,1.0,1.0,0
334,247,207,207,207,207,404,350,306,295,306,240,0.5,2.0,0
312,207,212,273,324,223,284,174,174,229,174,295,1.0,1.0,1
304,225,245,236,247,205,404,383,223,339,223,265,1.0,1.0,0
354,324,262,359,262,273,404,383,223,339,223,265,2.0,1.0,1
368,284,298,295,273,267,348,240,174,152,174,163,2.0,0.5,1
324,328,304,229,260,355,354,328,254,240,254,361,1.0,1.0,0
314,317,229,185,273,361,344,262,262,262,262,262,1.0,1.0,1
304,295,196,295,196,185,384,317,339,471,350,207,0.5,1.0,0
320,304,278,207,207,214,284,207,196,251,196,251,1.0,0.5,1
294,174,218,251,218,207,344,295,273,394,361,317,0.5,1.0,0
344,372,328,427,339,152,354,324,247,324,247,331,1.0,4.0,0
314,247,306,218,284,201,344,291,218,190,218,240,0.5,4.0,0
330,317,251,284,267,350,340,471,317,251,361,350,1.0,2.0,0
354,273,273,383,317,196,364,328,548,218,328,218,1.0,1.0,0
410,240,298,240,298,218,324,174,174,188,232,218,1.0,1.0,1
294,196,240,196,273,218,324,207,284,306,328,174,2.0,1.0,1
524,339,350,394,350,295,314,317,361,207,207,185,0.5,1.0,0
322,207,196,185,196,177,344,229,229,284,240,207,1.0,1.0,0
380,390,361,236,298,284,284,229,326,196,282,212,0.5,0.5,1
386,267,306,392,306,346,304,317,306,317,306,504,1.0,2.0,0
324,196,240,196,240,185,364,372,273,273,273,240,0.5,2.0,0
370,284,284,405,284,375,374,306,284,262,284,394,1.0,1.0,0
354,350,350,350,339,284,374,284,306,339,317,240,1.0,1.0,1
374,218,317,372,361,284,284,262,394,240,394,163,1.0,1.0,0
314,273,306,251,262,251,314,196,295,284,339,196,0.25,4.0,0
404,119,119,141,251,174,334,298,240,229,240,315,1.0,1.0,0
364,289,280,317,284,295,304,317,317,185,350,262,1.0,1.0,1
304,251,344,339,344,298,294,152,218,240,372,218,4.0,1.0,1
324,218,416,218,416,240,294,218,152,196,163,240,1.0,1.0,1
364,289,291,328,328,284,534,273,284,196,207,251,2.0,0.5,1
344,240,383,361,262,229,364,405,295,262,317,438,2.0,1.0,1
344,306,350,240,273,317,274,210,183,185,207,152,1.0,1.0,1
344,236,236,300,311,306,314,251,207,218,207,218,1.0,1.0,1
404,383,405,152,152,262,260,163,163,207,185,196,1.0,1.0,1
384,317,317,262,306,262,344,284,262,284,262,350,1.0,1.0,1
354,339,273,339,273,207,304,249,218,192,192,205,0.5,0.5,1
304,251,344,339,344,298,284,284,328,174,174,152,1.0,2.0,0
636,328,375,309,317,295,374,322,254,339,254,251,2.0,0.5,1
422,225,212,388,397,335,344,262,196,240,196,240,2.0,1.0,1
352,346,401,291,251,179,364,372,273,273,273,240,2.0,0.5,1
284,174,218,229,229,328,304,317,504,295,207,262,2.0,1.0,0
374,361,284,339,284,218,294,174,262,273,262,130,1.0,1.0,1
352,361,350,405,328,210,314,317,229,185,273,361,2.0,2.0,1
344,350,284,229,284,339,304,265,196,196,196,260,1.0,2.0,1
404,335,273,372,273,388,292,236,205,236,205,243,1.0,2.0,1
304,317,504,295,207,262,334,240,229,317,229,306,0.5,0.5,1
280,196,223,196,267,168,374,284,306,339,317,240,1.0,1.0,0
384,313,229,262,229,229,348,236,284,335,284,322,1.0,2.0,0
374,328,377,236,273,227,294,240,174,284,218,251,0.5,2.0,0
324,207,218,306,284,262,444,317,317,229,273,152,1.0,1.0,0
444,383,284,229,240,240,324,229,306,427,306,284,0.0,1.0,0
394,348,339,273,295,232,330,247,212,199,199,271,2.0,1.0,1
362,361,262,383,284,353,294,196,196,218,243,183,1.0,1.0,1
364,372,293,240,320,350,344,306,207,141,207,218,0.5,1.0,0
284,207,251,328,372,306,288,196,229,196,207,214,1.0,1.0,1
334,273,262,317,262,317,360,262,243,218,243,328,1.0,1.0,0
344,245,256,229,229,232,354,416,251,355,251,350,0.5,1.0,0
354,300,247,300,247,324,404,438,372,372,328,306,0.5,4.0,0
284,207,207,271,227,218,244,196,306,174,306,163,2.0,2.0,0
310,221,225,243,232,196,292,273,185,247,181,207,1.0,1.0,0
384,317,295,229,251,262,264,196,229,196,229,240,1.0,1.0,1
324,262,339,262,372,273,344,372,328,427,339,152,2.0,1.0,1
290,172,397,172,397,190,314,306,284,218,339,320,1.0,2.0,0
294,174,262,273,262,130,388,438,361,284,361,434,1.0,1.0,0
388,372,361,284,361,412,394,317,317,317,317,317,1.0,1.0,1
274,295,207,185,185,273,354,317,377,236,273,260,2.0,0.5,1
344,335,295,240,295,289,304,284,317,130,207,130,1.0,2.0,0
304,218,196,218,196,249,304,273,185,262,174,196,0.5,2.0,0
334,240,273,350,375,249,344,311,251,284,229,324,1.0,1.0,0
388,438,361,284,361,434,334,317,295,229,229,295,0.5,1.0,1
398,476,322,476,322,392,294,306,152,251,152,251,1.0,2.0,1
404,273,361,306,361,295,294,225,262,196,240,201,0.5,2.0,0
304,273,207,196,207,240,304,262,460,262,460,306,2.0,1.0,0
276,218,218,251,240,205,444,306,262,350,262,240,1.0,1.0,0
384,317,339,471,350,207,394,273,284,328,350,174,2.0,1.0,1
294,196,196,218,243,183,324,350,262,240,240,350,1.0,1.0,0
304,218,245,196,245,251,282,223,203,240,218,251,1.0,1.0,1
304,218,207,196,207,273,344,295,251,251,240,251,1.0,1.0,0
304,225,214,225,214,249,354,273,229,339,295,174,2.0,0.5,1
302,254,262,205,229,221,324,306,262,240,372,196,1.0,0.0,1
334,306,377,236,273,293,544,357,251,207,229,269,1.0,2.0,0
324,163,185,262,284,240,324,251,262,295,273,196,2.0,1.0,1
364,328,328,350,438,240,334,291,234,317,295,339,1.0,0.5,1
304,317,317,185,350,262,394,405,284,350,284,328,0.5,2.0,0
374,350,276,251,289,232,340,229,229,218,218,201,1.0,2.0,1
314,229,229,295,229,174,324,196,284,240,207,196,0.5,1.0,0
322,207,196,185,196,177,284,170,170,212,223,218,1.0,1.0,1
264,174,174,174,174,174,304,267,185,185,185,251,2.0,1.0,0
364,372,293,240,320,350,364,284,284,229,229,306,1.0,1.0,1
344,262,240,339,240,383,354,300,247,300,247,324,4.0,1.0,1
404,372,306,196,240,284,394,240,282,328,383,287,1.0,1.0,1
364,284,284,284,284,284,364,223,218,306,218,304,2.0,1.0,1
274,196,328,306,229,185,374,361,273,229,273,289,2.0,1.0,0
334,273,207,185,207,229,404,403,350,262,293,267,1.0,2.0,0
426,388,326,282,326,229,314,251,317,317,207,295,2.0,0.5,1
374,372,284,295,273,295,384,317,339,471,350,207,1.0,2.0,0
324,207,350,284,372,306,342,229,207,229,229,141,2.0,1.0,1
362,361,262,383,284,353,334,251,240,350,317,394,0.5,2.0,0
360,311,273,271,247,368,338,304,364,282,364,181,1.0,2.0,0
334,317,328,240,218,218,404,469,438,317,372,265,1.0,1.0,0
324,282,339,238,295,188,636,328,375,309,317,295,1.0,1.0,0
420,328,375,287,317,317,344,361,295,317,273,394,2.0,2.0,1
304,174,229,251,229,152,354,328,372,163,251,251,4.0,0.5,1
334,295,218,284,218,306,544,357,251,207,229,269,2.0,0.5,1
314,287,240,218,262,322,324,295,240,295,240,229,1.0,2.0,0
344,236,236,300,311,306,304,295,196,295,196,185,1.0,1.0,1
366,229,280,306,236,216,364,383,273,196,317,295,2.0,1.0,1
294,328,207,207,207,130,324,196,240,317,240,229,2.0,1.0,1
346,240,342,375,284,262,312,254,262,205,229,210,2.0,2.0,1
354,262,262,324,262,313,324,295,240,295,240,229,2.0,1.0,1
332,302,218,302,218,342,320,317,236,262,236,322,0.5,1.0,0
356,337,265,337,265,346,276,218,218,251,240,205,2.0,0.5,1
244,163,207,262,306,240,324,207,262,207,306,317,1.0,1.0,0
288,174,192,174,192,179,374,350,276,251,289,232,0.5,1.0,0
300,262,174,174,174,207,304,295,229,251,251,306,1.0,1.0,0
370,284,284,405,284,375,290,174,229,196,251,322,1.0,1.0,1
344,317,361,372,218,295,384,251,251,196,196,141,1.0,0.5,1
354,317,256,383,317,291,304,225,214,225,214,249,0.5,0.5,1
264,185,174,229,174,273,404,383,328,229,295,185,1.0,1.0,0
384,240,284,306,350,240,354,324,262,359,262,273,2.0,1.0,1
304,267,185,185,185,251,328,205,218,205,218,229,1.0,2.0,0
388,438,361,284,361,434,344,262,240,339,240,383,1.0,1.0,1
504,284,205,306,227,284,322,254,262,205,229,199,2.0,2.0,1
294,218,152,196,163,240,420,328,375,287,317,317,0.0,2.0,0
254,152,152,163,207,207,308,234,273,185,218,210,1.0,0.5,0
404,335,273,372,273,388,304,258,240,218,218,179,2.0,0.5,1
356,432,306,240,262,322,384,372,284,258,346,381,1.0,1.0,1
304,218,278,317,278,309,332,221,159,221,159,170,1.0,0.0,1
328,278,245,218,201,251,404,328,328,328,328,328,1.0,1.0,0
344,273,240,339,240,339,354,192,192,232,232,256,1.0,1.0,1
324,163,185,262,284,240,354,317,317,317,317,295,1.0,1.0,0
314,355,207,271,207,262,382,427,306,339,284,309,1.0,0.5,0
324,284,317,262,295,218,308,196,214,196,214,245,1.0,0.5,1
394,251,251,350,394,240,424,361,284,218,306,306,2.0,1.0,1
426,291,258,311,289,194,386,267,306,392,306,346,1.0,1.0,0
324,240,240,339,339,339,354,416,251,355,251,350,1.0,1.0,0
370,284,284,405,284,375,354,284,240,251,306,333,1.0,1.0,1
354,260,267,359,328,337,334,394,240,317,350,251,1.0,0.5,1
304,196,196,262,196,262,284,284,328,174,174,152,2.0,2.0,0
394,273,504,394,284,174,274,207,460,174,207,262,4.0,1.0,1
332,221,159,221,159,170,334,328,262,284,284,339,1.0,1.0,0
384,251,251,196,196,141,288,196,229,196,207,214,1.0,1.0,1
352,346,401,291,251,179,304,249,218,207,218,199,4.0,2.0,1
332,302,218,302,218,342,404,335,273,372,273,388,1.0,1.0,0
414,383,328,240,328,328,380,302,460,302,302,302,0.0,1.0,0
304,251,344,339,344,298,304,225,245,236,247,205,2.0,1.0,1
384,273,295,361,306,229,292,218,309,161,298,130,0.5,1.0,0
394,317,317,317,317,317,344,306,306,405,306,383,1.0,1.0,1
294,229,194,185,194,201,284,174,185,218,262,229,1.0,1.0,1
484,295,317,427,317,394,384,306,328,262,284,273,2.0,2.0,1
374,269,262,269,361,256,314,212,223,196,196,199,2.0,1.0,1
464,273,240,207,328,152,384,262,284,262,317,262,1.0,2.0,0
354,273,394,273,394,317,298,245,207,229,207,210,1.0,2.0,1
294,284,328,185,190,170,404,218,284,240,284,218,1.0,1.0,1
362,361,262,383,284,353,304,295,229,251,251,306,1.0,1.0,1
304,284,317,130,207,130,334,438,240,361,240,361,1.0,1.0,0
354,284,295,350,306,218,304,240,240,240,240,174,1.0,1.0,1
332,221,159,221,159,170,350,293,280,370,295,317,0.0,1.0,0
314,337,339,315,273,223,344,229,273,207,251,240,1.0,1.0,1
324,214,207,203,306,201,324,295,216,240,216,240,1.0,1.0,0
320,348,355,214,214,348,286,218,240,177,236,174,1.0,0.5,1
354,324,247,324,247,331,288,196,229,196,207,214,1.0,1.0,1
324,280,405,309,295,188,424,295,284,328,284,174,2.0,2.0,1
424,251,273,383,295,174,324,218,416,218,416,240,0.5,2.0,0
454,482,328,372,306,317,344,262,262,262,262,262,1.0,1.0,1
352,273,262,251,273,353,354,383,273,174,273,295,1.0,2.0,0
394,317,350,339,350,295,284,172,207,172,207,188,1.0,1.0,1
324,251,240,394,273,350,324,256,295,278,273,364,4.0,0.5,1
394,350,317,196,317,229,280,199,196,218,251,251,1.0,1.0,1
324,306,240,225,218,267,394,240,282,328,383,287,1.0,1.0,0
344,295,251,383,251,372,304,262,460,262,460,306,1.0,1.0,0
394,251,350,240,394,251,384,328,306,306,284,229,1.0,1.0,1
384,317,295,229,251,262,380,350,240,229,240,207,1.0,0.5,1
294,317,218,196,218,273,274,295,207,185,185,273,2.0,1.0,1
324,229,427,273,438,196,344,328,361,185,229,273,2.0,0.5,1
294,284,218,273,240,372,322,254,262,205,229,199,0.5,1.0,0
314,218,251,493,339,438,324,240,240,339,339,339,1.0,2.0,0
394,317,317,317,317,238,404,427,394,251,350,174,1.0,1.0,0
378,240,317,401,309,293,274,328,240,218,262,350,1.0,2.0,0
294,256,240,185,218,247,334,408,315,227,320,405,1.0,1.0,0
314,185,218,229,350,295,294,251,196,240,196,262,1.0,2.0,0
304,185,229,163,163,141,404,328,328,328,328,328,1.0,1.0,0
376,311,302,258,273,269,424,251,339,229,317,284,0.5,1.0,0
398,331,335,344,331,243,384,394,302,262,346,337,2.0,0.5,1
394,317,317,317,317,317,364,223,218,306,218,304,1.0,1.0,1
394,317,317,317,317,238,364,339,251,328,262,262,1.0,1.0,1
354,262,262,324,262,313,420,258,207,174,196,203,1.0,2.0,0
344,295,262,229,240,284,304,251,251,306,306,328,1.0,2.0,0
398,331,335,344,331,243,388,438,361,284,361,434,1.0,0.5,1
304,258,240,218,218,179,352,214,276,291,287,337,0.5,2.0,0
348,344,383,251,262,265,454,372,306,482,328,317,1.0,2.0,0
418,414,414,225,225,282,344,295,251,383,251,372,1.0,1.0,1
414,174,339,416,339,229,284,196,185,218,328,262,2.0,2.0,1
332,280,223,280,223,287,334,306,377,236,273,293,2.0,1.0,0
334,273,262,251,295,273,320,317,236,262,236,322,1.0,1.0,0
304,207,207,185,185,218,324,262,339,262,372,273,1.0,1.0,0
404,262,262,251,251,207,280,229,295,174,251,174,0.0,1.0,0
314,317,229,185,273,361,354,328,317,196,262,350,2.0,1.0,1
304,262,328,196,196,174,324,262,339,262,372,273,1.0,4.0,0
308,317,229,236,245,229,324,207,262,207,306,317,1.0,1.0,1
404,328,394,207,306,185,312,280,335,225,207,157,1.0,2.0,0
244,163,207,262,306,240,324,273,196,218,196,295,2.0,1.0,0
324,295,218,317,295,350,354,218,284,317,306,251,1.0,0.5,1
380,355,284,317,317,240,334,324,247,196,269,320,2.0,1.0,1
464,273,240,207,328,152,416,526,328,447,328,394,1.0,2.0,0
304,251,306,185,185,141,414,361,375,251,313,309,0.5,2.0,0
374,372,284,295,273,295,394,251,284,350,350,174,1.0,2.0,0
310,221,225,243,232,196,358,262,306,427,273,203,1.0,2.0,0
364,271,271,386,364,240,314,251,317,317,207,295,1.0,0.5,1
394,295,295,251,251,185,354,324,247,324,247,331,0.5,4.0,0
264,196,218,196,218,174,464,251,240,350,317,251,1.0,2.0,0
334,394,240,317,350,251,450,278,267,326,311,236,1.0,2.0,0
478,410,344,357,304,322,324,207,350,284,372,306,1.0,1.0,1
284,218,306,174,229,251,346,289,249,249,238,355,1.0,1.0,0
366,229,280,306,236,216,344,207,196,207,196,273,0.5,2.0,0
302,229,201,201,190,295,274,185,185,185,185,185,1.0,2.0,0
344,438,416,251,328,273,354,300,247,300,247,324,0.5,1.0,1
338,289,245,210,214,203,284,174,185,218,262,229,0.5,1.0,1
384,355,372,267,262,342,354,306,306,416,306,361,2.0,2.0,1
374,284,262,405,273,306,404,372,328,438,372,306,1.0,1.0,0
404,438,306,504,460,306,364,372,273,273,273,240,1.0,1.0,1
360,223,240,247,251,159,352,394,306,372,240,364,2.0,1.0,0
404,269,291,269,291,229,492,372,240,196,240,218,1.0,0.5,1
354,324,247,324,247,331,324,218,328,317,262,251,0.5,2.0,0
364,372,293,240,320,350,344,295,251,383,251,372,2.0,1.0,1
322,207,218,196,218,166,324,282,339,238,295,188,0.0,2.0,0
320,317,236,262,236,322,318,161,298,161,298,159,2.0,0.5,1
224,229,174,185,207,306,414,361,375,251,313,309,2.0,2.0,0
260,163,163,207,185,196,394,317,350,339,350,295,1.0,1.0,0
434,207,152,207,163,152,314,295,229,218,229,240,1.0,1.0,0
404,328,383,350,218,218,454,269,309,410,304,273,0.5,1.0,0
324,295,216,240,216,240,436,229,295,344,317,172,1.0,1.0,0
404,504,460,438,306,306,294,163,218,163,163,185,2.0,0.5,1
414,174,339,416,339,229,354,328,247,284,247,364,1.0,1.0,0
714,361,658,383,658,394,280,199,196,218,251,251,1.0,2.0,1
404,328,328,328,328,328,358,372,306,240,306,214,1.0,1.0,1
344,306,262,240,262,196,354,383,262,383,262,361,2.0,2.0,0
266,207,306,174,174,196,404,394,328,247,240,322,1.0,2.0,0
294,251,196,174,196,240,324,218,416,218,416,240,0.5,2.0,0
304,218,196,174,174,218,374,405,282,295,339,287,1.0,2.0,0
324,251,240,394,273,350,364,306,284,394,350,350,2.0,2.0,0
334,317,328,240,218,218,380,273,254,394,306,342,1.0,1.0,1
284,251,185,196,185,273,318,284,361,218,284,317,2.0,0.5,1
294,152,218,240,372,218,394,251,350,240,394,251,1.0,1.0,0
286,218,190,218,190,254,364,262,262,306,328,262,1.0,1.0,0
420,355,368,258,267,212,354,306,218,350,284,317,2.0,1.0,1
314,207,207,163,163,141,424,280,269,276,265,240,1.0,1.0,0
314,295,218,196,218,273,280,185,196,168,163,185,2.0,0.5,1
394,273,350,328,284,174,368,284,298,295,273,267,1.0,1.0,1
714,130,130,273,405,229,344,361,262,262,240,339,1.0,2.0,0
364,328,372,416,438,350,324,262,218,328,218,251,1.0,2.0,1
424,295,284,328,284,174,384,273,273,306,328,262,2.0,0.25,1
414,416,229,174,229,317,304,251,251,306,306,328,2.0,1.0,1
334,449,372,251,306,339,424,405,240,218,251,302,0.5,1.0,0
324,251,240,394,273,350,354,273,273,383,317,196,2.0,2.0,0
324,339,240,372,240,339,350,256,273,287,328,348,0.5,2.0,0
398,357,348,454,388,278,304,295,196,295,196,185,1.0,1.0,1
394,388,513,183,188,192,424,284,372,284,306,174,2.0,2.0,1
244,141,152,130,229,284,292,192,181,243,203,262,1.0,2.0,0
294,174,141,295,251,251,284,196,218,174,174,174,2.0,1.0,1
354,218,295,361,328,207,360,337,280,458,361,328,1.0,2.0,0
304,218,278,317,278,309,384,372,372,240,240,218,1.0,2.0,0
304,372,225,185,350,300,544,306,207,306,207,240,1.0,1.0,0
300,331,317,309,295,141,364,372,282,317,282,262,0.5,0.5,0
354,306,416,240,240,196,398,476,322,476,322,392,2.0,0.5,1
314,273,306,251,262,251,292,192,194,243,282,201,0.5,4.0,0
354,284,295,350,306,218,304,163,170,207,229,141,2.0,0.5,1
412,273,328,350,273,254,294,174,262,273,262,130,2.0,2.0,1
404,403,350,317,328,243,314,212,223,196,196,199,1.0,0.5,1
324,394,284,240,240,262,314,254,205,205,232,295,2.0,1.0,1
324,280,240,196,221,221,334,251,240,350,317,394,1.0,1.0,0
314,229,229,405,405,405,448,394,260,284,260,174,1.0,2.0,0
324,223,478,212,412,174,284,207,185,174,196,229,2.0,0.25,1
244,163,207,262,306,240,294,229,207,251,207,273,1.0,1.0,0
354,262,262,324,262,313,344,372,196,317,196,317,1.0,2.0,0
362,339,262,427,284,331,320,249,236,284,251,284,1.0,1.0,1
304,251,218,196,196,251,324,207,262,273,295,229,1.0,1.0,1
304,295,229,251,251,306,264,207,405,207,306,174,0.5,2.0,0
330,240,229,218,218,265,280,188,192,179,188,234,1.0,1.0,1
314,240,394,174,394,119,294,152,152,163,163,196,0.5,0.5,1
294,262,247,174,207,212,324,306,416,218,218,196,1.0,0.5,1
344,295,251,251,240,251,404,372,306,196,240,284,1.0,1.0,0
274,328,240,218,262,350,334,240,273,350,375,249,2.0,0.5,1
354,298,256,342,256,240,380,390,361,236,298,284,0.5,2.0,0
384,306,328,284,306,229,404,405,361,295,328,405,2.0,2.0,0
354,262,262,324,262,313,288,174,207,232,225,194,2.0,1.0,1
264,339,306,163,163,218,284,207,185,196,196,306,1.0,1.0,1
284,229,262,207,240,174,334,284,416,196,262,262,0.5,0.5,0
334,317,295,229,229,295,304,295,295,229,229,218,0.5,1.0,0
368,320,221,207,221,311,340,251,251,383,361,284,1.0,1.0,1
320,317,236,262,236,322,286,247,196,196,174,254,2.0,1.0,1
324,174,174,188,232,218,314,317,229,185,273,361,2.0,1.0,0
344,203,225,203,225,196,404,328,328,328,328,328,1.0,2.0,0
324,295,196,174,207,258,384,240,262,273,262,207,1.0,2.0,0
292,236,205,236,205,243,384,240,262,273,262,207,1.0,2.0,0
414,460,229,174,229,405,404,262,267,225,245,328,0.5,2.0,0
434,251,326,251,361,353,300,267,214,267,214,214,1.0,0.5,1
354,416,251,355,251,350,424,405,240,218,251,302,0.5,2.0,0
326,293,251,262,262,262,404,403,350,317,328,243,1.0,1.0,0
364,328,372,416,438,350,334,317,328,240,218,218,2.0,2.0,1
284,207,196,229,196,293,294,240,179,218,179,276,1.0,1.0,1
354,262,306,262,339,284,352,394,306,372,240,364,2.0,2.0,0
324,240,328,185,251,185,304,251,344,339,344,298,2.0,1.0,1
244,141,152,130,229,284,344,262,262,262,262,262,0.5,0.5,0
332,471,273,313,291,273,312,207,196,185,207,185,0.0,0.0,1
334,339,240,240,262,317,324,284,218,218,218,196,2.0,1.0,1
304,218,245,196,245,251,344,328,262,207,229,207,0.5,2.0,0
354,298,256,342,256,240,294,216,216,251,251,207,0.25,2.0,0
294,295,262,196,196,240,348,317,256,335,265,377,0.5,1.0,0
264,207,405,207,306,174,324,394,284,240,240,262,0.5,2.0,0
322,350,438,207,216,185,284,207,185,174,196,229,1.0,0.5,1
334,306,196,207,284,273,404,269,291,269,291,229,0.5,0.5,0
420,394,317,284,295,333,314,260,295,179,185,170,1.0,4.0,0
364,240,306,240,262,218,346,372,317,372,317,326,4.0,1.0,1
432,295,262,295,284,174,410,339,267,339,273,251,1.0,2.0,0
364,295,317,174,174,163,344,262,196,240,196,240,1.0,4.0,0
364,311,251,251,284,258,304,225,245,236,247,205,0.5,0.5,1
416,438,262,535,372,416,334,284,251,185,251,240,1.0,1.0,1
324,238,295,282,339,188,376,311,302,258,273,269,4.0,1.0,1
314,207,218,207,251,284,284,196,196,262,196,152,1.0,2.0,0
386,267,306,392,306,346,380,355,284,317,317,240,1.0,2.0,0
304,174,229,251,229,152,314,295,377,236,273,326,2.0,2.0,0
